,Image_Name,Image_label,Image_Type
1230,4183,2,Glacier
1231,4185,1,Forest
1232,4188,5,Street
1233,4190,1,Forest
1234,4195,4,Sea
1235,4196,0,Buildings
1236,4198,5,Street
1237,4200,2,Glacier
1238,4201,3,Mountain
1239,4203,0,Buildings
1240,4204,2,Glacier
1241,4206,0,Buildings
1242,4207,2,Glacier
1243,4212,1,Forest
1244,4213,2,Glacier
1245,4214,2,Glacier
1246,4216,5,Street
1247,4219,3,Mountain
1248,4220,5,Street
1249,4222,3,Mountain
1250,4223,0,Buildings
1251,4226,5,Street
1252,4229,0,Buildings
1253,4236,1,Forest
1254,4237,5,Street
1255,4240,1,Forest
1256,4241,5,Street
1257,4242,3,Mountain
1258,4243,4,Sea
1259,4245,3,Mountain
1260,4246,0,Buildings
1261,4247,4,Sea
1262,4248,5,Street
1263,4254,5,Street
1264,4262,0,Buildings
1265,4265,3,Mountain
1266,4268,5,Street
1267,4272,5,Street
1268,4274,1,Forest
1269,4277,2,Glacier
1270,4278,3,Mountain
1271,4280,4,Sea
1272,4282,5,Street
1273,4284,5,Street
1274,4285,1,Forest
1275,4286,5,Street
1276,4288,1,Forest
1277,4291,5,Street
1278,4296,5,Street
1279,4298,0,Buildings
1280,4300,2,Glacier
1281,4302,1,Forest
1282,4305,4,Sea
1283,4309,3,Mountain
1284,4315,3,Mountain
1285,4318,3,Mountain
1286,4319,4,Sea
1287,4324,5,Street
1288,4325,2,Glacier
1289,4326,5,Street
1290,4328,5,Street
1291,4329,1,Forest
1292,4331,2,Glacier
1293,4333,5,Street
1294,4336,1,Forest
1295,4343,5,Street
1296,4345,4,Sea
1297,4347,5,Street
1298,4349,2,Glacier
1299,4350,4,Sea
1300,4353,3,Mountain
1301,4355,4,Sea
1302,4357,4,Sea
1303,4360,2,Glacier
1304,4361,2,Glacier
1305,4363,5,Street
1306,4364,5,Street
1307,4366,1,Forest
1308,4367,5,Street
1309,4369,5,Street
1310,4374,4,Sea
1311,4376,0,Buildings
1312,4379,1,Forest
1313,4391,4,Sea
1314,4394,5,Street
1315,4395,4,Sea
1316,4396,5,Street
1317,4402,1,Forest
1318,4405,5,Street
1319,4407,3,Mountain
1320,4409,2,Glacier
1321,4411,1,Forest
1322,4415,3,Mountain
1323,4416,1,Forest
1324,4418,1,Forest
1325,4419,3,Mountain
1326,4420,5,Street
1327,4422,5,Street
1328,4424,5,Street
1329,4429,3,Mountain
1330,4430,2,Glacier
1331,4432,4,Sea
1332,4434,5,Street
1333,4438,5,Street
1334,4439,5,Street
1335,4443,3,Mountain
1336,4445,2,Glacier
1337,4447,4,Sea
1338,4448,5,Street
1339,4449,0,Buildings
1340,4453,5,Street
1341,4454,1,Forest
1342,4462,2,Glacier
1343,4464,1,Forest
1344,4468,0,Buildings
1345,4472,4,Sea
1346,4473,3,Mountain
1347,4477,2,Glacier
1348,4480,4,Sea
1349,4487,4,Sea
1350,4489,2,Glacier
1351,4490,4,Sea
1352,4494,5,Street
1353,4495,5,Street
1354,4496,1,Forest
1355,4502,5,Street
1356,4503,0,Buildings
1357,4510,4,Sea
1358,4518,5,Street
1359,4519,1,Forest
1360,4521,3,Mountain
1361,4523,1,Forest
1362,4524,5,Street
1363,4525,2,Glacier
1364,4526,3,Mountain
1365,4533,5,Street
1366,4535,5,Street
1367,4538,5,Street
1368,4542,0,Buildings
1369,4545,4,Sea
1370,4546,2,Glacier
1371,4547,4,Sea
1372,4549,1,Forest
1373,4550,3,Mountain
1374,4559,1,Forest
1375,4562,5,Street
1376,4563,4,Sea
1377,4564,4,Sea
1378,4570,5,Street
1379,4572,5,Street
1380,4574,5,Street
1381,4577,5,Street
1382,4580,3,Mountain
1383,4583,5,Street
1384,4584,5,Street
1385,4585,1,Forest
1386,4586,3,Mountain
1387,4587,0,Buildings
1388,4588,4,Sea
1389,4591,0,Buildings
1390,4592,1,Forest
1391,4594,1,Forest
1392,4596,5,Street
1393,4597,5,Street
1394,4603,4,Sea
1395,4609,0,Buildings
1396,4610,2,Glacier
1397,4611,4,Sea
1398,4613,2,Glacier
1399,4614,5,Street
1400,4615,5,Street
1401,4618,5,Street
1402,4619,1,Forest
1403,4625,3,Mountain
1404,4632,5,Street
1405,4635,0,Buildings
1406,4636,2,Glacier
1407,4637,1,Forest
1408,4641,5,Street
1409,4642,5,Street
1410,4643,2,Glacier
1411,4646,0,Buildings
1412,4649,5,Street
1413,4652,4,Sea
1414,4653,5,Street
1415,4655,4,Sea
1416,4656,5,Street
1417,4657,4,Sea
1418,4660,4,Sea
1419,4662,5,Street
1420,4664,3,Mountain
1421,4665,0,Buildings
1422,4668,4,Sea
1423,4670,2,Glacier
1424,4674,4,Sea
1425,4677,5,Street
1426,4680,1,Forest
1427,4681,5,Street
1428,4683,3,Mountain
1429,4684,4,Sea
1430,4685,3,Mountain
1431,4687,0,Buildings
1432,4688,0,Buildings
1433,4689,3,Mountain
1434,4692,5,Street
1435,4693,5,Street
1436,4696,0,Buildings
1437,4697,0,Buildings
1438,4698,2,Glacier
1439,4699,3,Mountain
1440,4701,2,Glacier
1441,4702,1,Forest
1442,4703,1,Forest
1443,4706,5,Street
1444,4710,1,Forest
1445,4712,3,Mountain
1446,4713,5,Street
1447,4714,0,Buildings
1448,4718,5,Street
1449,4719,5,Street
1450,4720,3,Mountain
1451,4721,1,Forest
1452,4722,1,Forest
1453,4724,1,Forest
1454,4726,5,Street
1455,4728,4,Sea
1456,4730,5,Street
1457,4732,5,Street
1458,4733,5,Street
1459,4734,5,Street
1460,4735,4,Sea
1461,4736,1,Forest
1462,4740,0,Buildings
1463,4743,5,Street
1464,4746,3,Mountain
1465,4749,4,Sea
1466,4751,5,Street
1467,4753,2,Glacier
1468,4754,4,Sea
1469,4756,3,Mountain
1470,4757,1,Forest
1471,4758,4,Sea
1472,4760,0,Buildings
1473,4764,2,Glacier
1474,4765,5,Street
1475,4766,4,Sea
1476,4769,4,Sea
1477,4772,4,Sea
1478,4773,5,Street
1479,4778,5,Street
1480,4780,0,Buildings
1481,4781,4,Sea
1482,4782,2,Glacier
1483,4783,4,Sea
1484,4784,4,Sea
1485,4787,3,Mountain
1486,4792,0,Buildings
1487,4793,5,Street
1488,4799,4,Sea
1489,4801,3,Mountain
1490,4802,2,Glacier
1491,4804,2,Glacier
1492,4807,5,Street
1493,4809,5,Street
1494,4811,4,Sea
1495,4816,1,Forest
1496,4817,0,Buildings
1497,4823,4,Sea
1498,4825,5,Street
1499,4836,1,Forest
1500,4837,4,Sea
1501,4842,4,Sea
1502,4843,2,Glacier
1503,4849,1,Forest
1504,4853,2,Glacier
1505,4866,3,Mountain
1506,4867,4,Sea
1507,4869,4,Sea
1508,4876,1,Forest
1509,4881,1,Forest
1510,4882,0,Buildings
1511,4885,3,Mountain
1512,4888,2,Glacier
1513,4894,3,Mountain
1514,4896,3,Mountain
1515,4903,2,Glacier
1516,4910,1,Forest
1517,4911,1,Forest
1518,4915,1,Forest
1519,4917,3,Mountain
1520,4919,1,Forest
1521,4921,2,Glacier
1522,4925,5,Street
1523,4926,2,Glacier
1524,4929,2,Glacier
1525,4930,2,Glacier
1526,4931,4,Sea
1527,4933,1,Forest
1528,4944,4,Sea
1529,4946,3,Mountain
1530,4947,1,Forest
1531,4949,2,Glacier
1532,4955,3,Mountain
1533,4957,1,Forest
1534,4960,0,Buildings
1535,4968,3,Mountain
1536,4976,4,Sea
1537,4984,4,Sea
1538,4986,2,Glacier
1539,4990,1,Forest
1540,4991,1,Forest
1541,4993,1,Forest
1542,4995,0,Buildings
1543,5000,5,Street
1544,5004,1,Forest
1545,5005,4,Sea
1546,5010,4,Sea
1547,5015,1,Forest
1548,5016,2,Glacier
1549,5020,4,Sea
1550,5022,4,Sea
1551,5031,1,Forest
1552,5036,2,Glacier
1553,5057,2,Glacier
1554,5061,5,Street
1555,5066,2,Glacier
1556,5067,4,Sea
1557,5068,0,Buildings
1558,5070,1,Forest
1559,5072,0,Buildings
1560,5077,0,Buildings
1561,5100,1,Forest
1562,5103,1,Forest
1563,5106,4,Sea
1564,5107,0,Buildings
1565,5110,2,Glacier
1566,5112,3,Mountain
1567,5113,1,Forest
1568,5115,3,Mountain
1569,5125,5,Street
1570,5126,4,Sea
1571,5128,0,Buildings
1572,5130,3,Mountain
1573,5134,0,Buildings
1574,5137,2,Glacier
1575,5144,5,Street
1576,5146,0,Buildings
1577,5151,3,Mountain
1578,5157,3,Mountain
1579,5158,3,Mountain
1580,5162,1,Forest
1581,5164,5,Street
1582,5174,1,Forest
1583,5178,3,Mountain
1584,5179,5,Street
1585,5180,2,Glacier
1586,5181,2,Glacier
1587,5184,2,Glacier
1588,5187,5,Street
1589,5197,3,Mountain
1590,5200,5,Street
1591,5213,5,Street
1592,5218,2,Glacier
1593,5220,1,Forest
1594,5227,1,Forest
1595,5229,4,Sea
1596,5230,2,Glacier
1597,5232,4,Sea
1598,5236,2,Glacier
1599,5245,4,Sea
1600,5249,2,Glacier
1601,5251,4,Sea
1602,5254,2,Glacier
1603,5255,1,Forest
1604,5259,4,Sea
1605,5265,0,Buildings
1606,5274,0,Buildings
1607,5278,1,Forest
1608,5282,0,Buildings
1609,5284,1,Forest
1610,5288,4,Sea
1611,5289,3,Mountain
1612,5293,1,Forest
1613,5301,3,Mountain
1614,5303,4,Sea
1615,5314,1,Forest
1616,5315,0,Buildings
1617,5320,2,Glacier
1618,5322,2,Glacier
1619,5328,2,Glacier
1620,5336,0,Buildings
1621,5346,2,Glacier
1622,5355,4,Sea
1623,5361,5,Street
1624,5364,2,Glacier
1625,5365,4,Sea
1626,5366,3,Mountain
1627,5367,4,Sea
1628,5370,3,Mountain
1629,5374,3,Mountain
1630,5375,4,Sea
1631,5376,3,Mountain
1632,5379,0,Buildings
1633,5380,4,Sea
1634,5383,2,Glacier
1635,5386,4,Sea
1636,5389,5,Street
1637,5391,3,Mountain
1638,5394,2,Glacier
1639,5402,2,Glacier
1640,5403,4,Sea
1641,5408,5,Street
1642,5409,0,Buildings
1643,5415,1,Forest
1644,5420,1,Forest
1645,5421,3,Mountain
1646,5427,1,Forest
1647,5429,0,Buildings
1648,5430,4,Sea
1649,5443,2,Glacier
1650,5445,0,Buildings
1651,5450,3,Mountain
1652,5455,0,Buildings
1653,5457,3,Mountain
1654,5458,5,Street
1655,5460,2,Glacier
1656,5466,2,Glacier
1657,5467,0,Buildings
1658,5469,0,Buildings
1659,5472,4,Sea
1660,5473,0,Buildings
1661,5475,3,Mountain
1662,5476,3,Mountain
1663,5478,4,Sea
1664,5480,2,Glacier
1665,5481,1,Forest
1666,5486,2,Glacier
1667,5491,4,Sea
1668,5493,3,Mountain
1669,5497,1,Forest
1670,5499,1,Forest
1671,5502,4,Sea
1672,5503,5,Street
1673,5507,3,Mountain
1674,5509,3,Mountain
1675,5511,3,Mountain
1676,5520,4,Sea
1677,5525,2,Glacier
1678,5527,1,Forest
1679,5528,4,Sea
1680,5537,0,Buildings
1681,5541,1,Forest
1682,5545,5,Street
1683,5549,2,Glacier
1684,5550,0,Buildings
1685,5552,4,Sea
1686,5553,4,Sea
1687,5555,5,Street
1688,5558,0,Buildings
1689,5560,4,Sea
1690,5562,4,Sea
1691,5564,3,Mountain
1692,5567,0,Buildings
1693,5571,5,Street
1694,5580,3,Mountain
1695,5581,5,Street
1696,5585,4,Sea
1697,5589,2,Glacier
1698,5595,2,Glacier
1699,5596,0,Buildings
1700,5598,1,Forest
1701,5608,5,Street
1702,5609,0,Buildings
1703,5619,2,Glacier
1704,5620,3,Mountain
1705,5621,1,Forest
1706,5623,1,Forest
1707,5639,2,Glacier
1708,5640,5,Street
1709,5645,3,Mountain
1710,5646,4,Sea
1711,5647,3,Mountain
1712,5651,5,Street
1713,5657,3,Mountain
1714,5659,3,Mountain
1715,5665,2,Glacier
1716,5667,5,Street
1717,5668,4,Sea
1718,5671,2,Glacier
1719,5681,0,Buildings
1720,5685,3,Mountain
1721,5687,4,Sea
1722,5689,3,Mountain
1723,5690,2,Glacier
1724,5693,5,Street
1725,5699,2,Glacier
1726,5702,0,Buildings
1727,5706,3,Mountain
1728,5718,3,Mountain
1729,5723,5,Street
1730,5725,2,Glacier
1731,5732,1,Forest
1732,5733,1,Forest
1733,5734,4,Sea
1734,5736,4,Sea
1735,5737,0,Buildings
1736,5739,1,Forest
1737,5740,0,Buildings
1738,5745,4,Sea
1739,5746,4,Sea
1740,5749,5,Street
1741,5751,3,Mountain
1742,5756,5,Street
1743,5762,1,Forest
1744,5765,1,Forest
1745,5766,3,Mountain
1746,5773,2,Glacier
1747,5782,4,Sea
1748,5787,4,Sea
1749,5793,3,Mountain
1750,5796,0,Buildings
1751,5800,5,Street
1752,5802,0,Buildings
1753,5803,4,Sea
1754,5806,0,Buildings
1755,5807,5,Street
1756,5813,0,Buildings
1757,5823,5,Street
1758,5826,3,Mountain
1759,5827,3,Mountain
1760,5830,1,Forest
1761,5839,5,Street
1762,5841,0,Buildings
1763,5844,2,Glacier
1764,5847,3,Mountain
1765,5851,4,Sea
1766,5854,4,Sea
1767,5856,0,Buildings
1768,5857,5,Street
1769,5859,1,Forest
1770,5862,5,Street
1771,5863,5,Street
1772,5864,2,Glacier
1773,5868,4,Sea
1774,5871,1,Forest
1775,5876,3,Mountain
1776,5881,5,Street
1777,5882,2,Glacier
1778,5887,4,Sea
1779,5888,3,Mountain
1780,5889,5,Street
1781,5894,5,Street
1782,5896,4,Sea
1783,5898,4,Sea
1784,5901,1,Forest
1785,5903,4,Sea
1786,5909,5,Street
1787,5914,2,Glacier
1788,5929,4,Sea
1789,5933,3,Mountain
1790,5934,3,Mountain
1791,5936,4,Sea
1792,5942,1,Forest
1793,5945,2,Glacier
1794,5951,2,Glacier
1795,5953,5,Street
1796,5954,1,Forest
1797,5956,0,Buildings
1798,5957,4,Sea
1799,5959,2,Glacier
1800,5961,5,Street
1801,5962,4,Sea
1802,5966,1,Forest
1803,5967,0,Buildings
1804,5969,5,Street
1805,5975,1,Forest
1806,5979,3,Mountain
1807,5981,0,Buildings
1808,5982,3,Mountain
1809,5986,3,Mountain
1810,5987,5,Street
1811,5991,3,Mountain
1812,5993,4,Sea
1813,5995,5,Street
1814,5996,2,Glacier
1815,5999,1,Forest
1816,6001,3,Mountain
1817,6010,3,Mountain
1818,6013,2,Glacier
1819,6017,2,Glacier
1820,6025,3,Mountain
1821,6026,1,Forest
1822,6027,5,Street
1823,6031,0,Buildings
1824,6039,1,Forest
1825,6041,1,Forest
1826,6047,5,Street
1827,6051,2,Glacier
1828,6058,5,Street
1829,6059,5,Street
1830,6062,1,Forest
1831,6063,5,Street
1832,6066,5,Street
1833,6068,1,Forest
1834,6069,0,Buildings
1835,6071,1,Forest
1836,6074,0,Buildings
1837,6077,2,Glacier
1838,6082,2,Glacier
1839,6087,2,Glacier
1840,6089,5,Street
1841,6090,5,Street
1842,6093,3,Mountain
1843,6094,4,Sea
1844,6108,3,Mountain
1845,6113,5,Street
1846,6116,5,Street
1847,6120,4,Sea
1848,6121,4,Sea
1849,6122,1,Forest
1850,6133,1,Forest
1851,6134,2,Glacier
1852,6140,3,Mountain
1853,6141,2,Glacier
1854,6145,3,Mountain
1855,6148,1,Forest
1856,6162,5,Street
1857,6163,0,Buildings
1858,6164,0,Buildings
1859,6165,3,Mountain
1860,6168,2,Glacier
1861,6173,3,Mountain
1862,6176,5,Street
1863,6179,5,Street
1864,6181,4,Sea
1865,6183,1,Forest
1866,6185,0,Buildings
1867,6189,4,Sea
1868,6191,2,Glacier
1869,6194,2,Glacier
1870,6198,2,Glacier
1871,6200,3,Mountain
1872,6202,5,Street
1873,6206,4,Sea
1874,6207,4,Sea
1875,6209,2,Glacier
1876,6211,0,Buildings
1877,6214,5,Street
1878,6217,5,Street
1879,6218,5,Street
1880,6228,3,Mountain
1881,6229,5,Street
1882,6234,4,Sea
1883,6245,1,Forest
1884,6246,4,Sea
1885,6247,2,Glacier
1886,6248,2,Glacier
1887,6250,3,Mountain
1888,6251,1,Forest
1889,6253,3,Mountain
1890,6255,3,Mountain
1891,6257,2,Glacier
1892,6288,4,Sea
1893,6291,3,Mountain
1894,6292,1,Forest
1895,6293,1,Forest
1896,6296,3,Mountain
1897,6297,4,Sea
1898,6300,3,Mountain
1899,6303,3,Mountain
1900,6304,0,Buildings
1901,6306,4,Sea
1902,6308,2,Glacier
1903,6318,4,Sea
1904,6320,0,Buildings
1905,6322,0,Buildings
1906,6329,3,Mountain
1907,6332,5,Street
1908,6333,0,Buildings
1909,6348,1,Forest
1910,6349,2,Glacier
1911,6350,2,Glacier
1912,6351,2,Glacier
1913,6353,4,Sea
1914,6357,0,Buildings
1915,6361,0,Buildings
1916,6362,0,Buildings
1917,6365,4,Sea
1918,6371,0,Buildings
1919,6375,2,Glacier
1920,6376,5,Street
1921,6382,0,Buildings
1922,6390,1,Forest
1923,6397,2,Glacier
1924,6399,1,Forest
1925,6401,3,Mountain
1926,6403,2,Glacier
1927,6410,1,Forest
1928,6415,0,Buildings
1929,6419,5,Street
1930,6423,4,Sea
1931,6424,1,Forest
1932,6427,2,Glacier
1933,6431,3,Mountain
1934,6435,1,Forest
1935,6437,0,Buildings
1936,6438,0,Buildings
1937,6443,4,Sea
1938,6444,2,Glacier
1939,6446,0,Buildings
1940,6448,3,Mountain
1941,6450,3,Mountain
1942,6451,3,Mountain
1943,6453,2,Glacier
1944,6459,3,Mountain
1945,6461,3,Mountain
1946,6462,3,Mountain
1947,6464,1,Forest
1948,6475,3,Mountain
1949,6476,1,Forest
1950,6478,5,Street
1951,6483,1,Forest
1952,6484,1,Forest
1953,6485,4,Sea
1954,6488,2,Glacier
1955,6489,1,Forest
1956,6491,2,Glacier
1957,6492,4,Sea
1958,6493,0,Buildings
1959,6497,3,Mountain
1960,6500,5,Street
1961,6504,1,Forest
1962,6513,3,Mountain
1963,6521,1,Forest
1964,6529,1,Forest
1965,6531,1,Forest
1966,6534,3,Mountain
1967,6536,1,Forest
1968,6539,5,Street
1969,6542,1,Forest
1970,6546,2,Glacier
1971,6547,4,Sea
1972,6554,4,Sea
1973,6556,1,Forest
1974,6557,4,Sea
1975,6559,5,Street
1976,6571,4,Sea
1977,6572,3,Mountain
1978,6574,4,Sea
1979,6577,2,Glacier
1980,6579,0,Buildings
1981,6580,2,Glacier
1982,6581,0,Buildings
1983,6582,0,Buildings
1984,6593,5,Street
1985,6595,0,Buildings
1986,6596,5,Street
1987,6604,1,Forest
1988,6611,0,Buildings
1989,6612,1,Forest
1990,6614,3,Mountain
1991,6615,1,Forest
1992,6617,4,Sea
1993,6621,5,Street
1994,6622,1,Forest
1995,6630,2,Glacier
1996,6639,4,Sea
1997,6644,1,Forest
1998,6647,1,Forest
1999,6649,3,Mountain
2000,6650,5,Street
2001,6651,2,Glacier
2002,6658,4,Sea
2003,6663,1,Forest
2004,6665,4,Sea
2005,6672,1,Forest
2006,6674,3,Mountain
2007,6677,5,Street
2008,6681,3,Mountain
2009,6682,5,Street
2010,6688,2,Glacier
2011,6690,4,Sea
2012,6692,3,Mountain
2013,6693,0,Buildings
2014,6696,5,Street
2015,6701,5,Street
2016,6707,5,Street
2017,6715,4,Sea
2018,6717,0,Buildings
2019,6721,5,Street
2020,6724,0,Buildings
2021,6725,3,Mountain
2022,6727,2,Glacier
2023,6730,4,Sea
2024,6732,3,Mountain
2025,6733,2,Glacier
2026,6738,2,Glacier
2027,6739,5,Street
2028,6749,0,Buildings
2029,6751,2,Glacier
2030,6764,3,Mountain
2031,6769,5,Street
2032,6772,4,Sea
2033,6774,3,Mountain
2034,6777,5,Street
2035,6781,3,Mountain
2036,6783,4,Sea
2037,6784,0,Buildings
2038,6785,2,Glacier
2039,6788,4,Sea
2040,6794,5,Street
2041,6797,0,Buildings
2042,6800,1,Forest
2043,6806,3,Mountain
2044,6807,2,Glacier
2045,6808,3,Mountain
2046,6811,2,Glacier
2047,6816,2,Glacier
2048,6819,4,Sea
2049,6822,0,Buildings
2050,6832,3,Mountain
2051,6835,3,Mountain
2052,6840,1,Forest
2053,6841,3,Mountain
2054,6846,1,Forest
2055,6850,5,Street
2056,6855,2,Glacier
2057,6857,2,Glacier
2058,6860,1,Forest
2059,6861,1,Forest
2060,6862,4,Sea
2061,6863,2,Glacier
2062,6872,3,Mountain
2063,6875,0,Buildings
2064,6879,5,Street
2065,6882,3,Mountain
2066,6885,4,Sea
2067,6892,5,Street
2068,6900,3,Mountain
2069,6901,5,Street
2070,6904,3,Mountain
2071,6906,4,Sea
2072,6916,2,Glacier
2073,6917,5,Street
2074,6920,0,Buildings
2075,6921,4,Sea
2076,6922,3,Mountain
2077,6924,4,Sea
2078,6925,3,Mountain
2079,6930,2,Glacier
2080,6931,0,Buildings
2081,6938,2,Glacier
2082,6941,0,Buildings
2083,6943,5,Street
2084,6948,4,Sea
2085,6950,0,Buildings
2086,6951,2,Glacier
2087,6952,3,Mountain
2088,6957,5,Street
2089,6964,0,Buildings
2090,6965,3,Mountain
2091,6966,0,Buildings
2092,6974,0,Buildings
2093,6980,3,Mountain
2094,6988,4,Sea
2095,6989,1,Forest
2096,6992,0,Buildings
2097,6995,0,Buildings
2098,6999,4,Sea
2099,7001,4,Sea
2100,7005,4,Sea
2101,7011,3,Mountain
2102,7013,4,Sea
2103,7025,5,Street
2104,7028,0,Buildings
2105,7029,2,Glacier
2106,7034,0,Buildings
2107,7036,5,Street
2108,7043,3,Mountain
2109,7044,3,Mountain
2110,7050,0,Buildings
2111,7055,0,Buildings
2112,7066,1,Forest
2113,7067,2,Glacier
2114,7068,3,Mountain
2115,7069,4,Sea
2116,7070,4,Sea
2117,7075,3,Mountain
2118,7077,1,Forest
2119,7082,4,Sea
2120,7088,0,Buildings
2121,7089,0,Buildings
2122,7092,4,Sea
2123,7094,4,Sea
2124,7099,5,Street
2125,7100,2,Glacier
2126,7104,0,Buildings
2127,7106,5,Street
2128,7107,1,Forest
2129,7109,0,Buildings
2130,7110,0,Buildings
2131,7112,3,Mountain
2132,7115,4,Sea
2133,7117,1,Forest
2134,7119,0,Buildings
2135,7124,3,Mountain
2136,7130,3,Mountain
2137,7133,4,Sea
2138,7137,4,Sea
2139,7147,5,Street
2140,7148,2,Glacier
2141,7149,0,Buildings
2142,7153,5,Street
2143,7156,2,Glacier
2144,7158,5,Street
2145,7159,4,Sea
2146,7160,1,Forest
2147,7161,5,Street
2148,7162,1,Forest
2149,7177,3,Mountain
2150,7182,4,Sea
2151,7183,2,Glacier
2152,7186,2,Glacier
2153,7187,1,Forest
2154,7190,4,Sea
2155,7194,0,Buildings
2156,7208,2,Glacier
2157,7210,5,Street
2158,7211,3,Mountain
2159,7213,5,Street
2160,7217,3,Mountain
2161,7218,5,Street
2162,7219,5,Street
2163,7224,4,Sea
2164,7230,1,Forest
2165,7242,2,Glacier
2166,7243,5,Street
2167,7244,0,Buildings
2168,7249,5,Street
2169,7257,1,Forest
2170,7260,4,Sea
2171,7263,3,Mountain
2172,7266,2,Glacier
2173,7269,1,Forest
2174,7270,3,Mountain
2175,7272,1,Forest
2176,7273,3,Mountain
2177,7279,1,Forest
2178,7280,2,Glacier
2179,7283,5,Street
2180,7295,4,Sea
2181,7296,2,Glacier
2182,7299,1,Forest
2183,7301,1,Forest
2184,7304,3,Mountain
2185,7305,5,Street
2186,7310,3,Mountain
2187,7312,0,Buildings
2188,7315,5,Street
2189,7316,5,Street
2190,7317,1,Forest
2191,7322,4,Sea
2192,7329,4,Sea
2193,7334,5,Street
2194,7335,4,Sea
2195,7348,3,Mountain
2196,7349,0,Buildings
2197,7352,1,Forest
2198,7353,5,Street
2199,7356,2,Glacier
2200,7362,2,Glacier
2201,7368,3,Mountain
2202,7371,1,Forest
2203,7372,2,Glacier
2204,7376,5,Street
2205,7377,1,Forest
2206,7381,4,Sea
2207,7385,3,Mountain
2208,7389,5,Street
2209,7390,0,Buildings
2210,7391,0,Buildings
2211,7394,3,Mountain
2212,7395,4,Sea
2213,7403,1,Forest
2214,7405,3,Mountain
2215,7406,4,Sea
2216,7407,0,Buildings
2217,7419,1,Forest
2218,7422,2,Glacier
2219,7423,4,Sea
2220,7426,0,Buildings
2221,7430,3,Mountain
2222,7432,0,Buildings
2223,7433,4,Sea
2224,7434,0,Buildings
2225,7435,3,Mountain
2226,7438,2,Glacier
2227,7444,4,Sea
2228,7446,2,Glacier
2229,7460,0,Buildings
2230,7465,0,Buildings
2231,7466,2,Glacier
2232,7467,4,Sea
2233,7468,2,Glacier
2234,7472,1,Forest
2235,7473,1,Forest
2236,7476,3,Mountain
2237,7477,1,Forest
2238,7480,3,Mountain
2239,7481,2,Glacier
2240,7483,4,Sea
2241,7484,4,Sea
2242,7486,5,Street
2243,7488,0,Buildings
2244,7489,2,Glacier
2245,7497,2,Glacier
2246,7504,3,Mountain
2247,7508,0,Buildings
2248,7510,2,Glacier
2249,7511,4,Sea
2250,7513,0,Buildings
2251,7514,2,Glacier
2252,7515,2,Glacier
2253,7516,2,Glacier
2254,7517,0,Buildings
2255,7519,3,Mountain
2256,7521,3,Mountain
2257,7524,0,Buildings
2258,7526,4,Sea
2259,7528,3,Mountain
2260,7534,4,Sea
2261,7536,5,Street
2262,7540,0,Buildings
2263,7548,1,Forest
2264,7554,0,Buildings
2265,7555,2,Glacier
2266,7557,3,Mountain
2267,7564,0,Buildings
2268,7566,4,Sea
2269,7567,4,Sea
2270,7568,5,Street
2271,7572,4,Sea
2272,7575,4,Sea
2273,7577,2,Glacier
2274,7579,5,Street
2275,7583,4,Sea
2276,7589,0,Buildings
2277,7592,0,Buildings
2278,7597,5,Street
2279,7605,5,Street
2280,7606,0,Buildings
2281,7607,2,Glacier
2282,7608,0,Buildings
2283,7611,1,Forest
2284,7613,0,Buildings
2285,7614,5,Street
2286,7619,3,Mountain
2287,7622,4,Sea
2288,7623,3,Mountain
2289,7624,3,Mountain
2290,7631,0,Buildings
2291,7640,3,Mountain
2292,7643,1,Forest
2293,7649,3,Mountain
2294,7650,1,Forest
2295,7651,3,Mountain
2296,7657,3,Mountain
2297,7660,3,Mountain
2298,7661,0,Buildings
2299,7663,1,Forest
2300,7670,1,Forest
2301,7676,2,Glacier
2302,7680,3,Mountain
2303,7682,3,Mountain
2304,7684,2,Glacier
2305,7685,4,Sea
2306,7688,3,Mountain
2307,7690,4,Sea
2308,7691,4,Sea
2309,7697,1,Forest
2310,7705,4,Sea
2311,7707,4,Sea
2312,7714,4,Sea
2313,7723,5,Street
2314,7729,5,Street
2315,7732,4,Sea
2316,7733,1,Forest
2317,7736,0,Buildings
2318,7737,0,Buildings
2319,7738,4,Sea
2320,7739,2,Glacier
2321,7740,3,Mountain
2322,7743,5,Street
2323,7750,5,Street
2324,7752,2,Glacier
2325,7753,0,Buildings
2326,7757,2,Glacier
2327,7761,3,Mountain
2328,7762,0,Buildings
2329,7765,2,Glacier
2330,7766,0,Buildings
2331,7768,0,Buildings
2332,7770,5,Street
2333,7772,1,Forest
2334,7776,3,Mountain
2335,7778,2,Glacier
2336,7779,1,Forest
2337,7782,4,Sea
2338,7783,5,Street
2339,7789,1,Forest
2340,7792,1,Forest
2341,7794,3,Mountain
2342,7796,1,Forest
2343,7797,1,Forest
2344,7800,0,Buildings
2345,7804,5,Street
2346,7808,4,Sea
2347,7809,0,Buildings
2348,7811,2,Glacier
2349,7815,1,Forest
2350,7817,0,Buildings
2351,7824,2,Glacier
2352,7830,2,Glacier
2353,7832,1,Forest
2354,7835,2,Glacier
2355,7843,5,Street
2356,7844,2,Glacier
2357,7855,2,Glacier
2358,7857,0,Buildings
2359,7858,0,Buildings
2360,7862,2,Glacier
2361,7864,3,Mountain
2362,7866,4,Sea
2363,7867,2,Glacier
2364,7869,5,Street
2365,7870,1,Forest
2366,7871,2,Glacier
